Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 10:52:00+00:00,WllliamHayes,1,Twitter for Android,@RishiSunak @LulaOficial Your sick you've lost a fellow fascist and climate change denier
2022-10-31 10:51:52+00:00,fendywisk,0,Twitter for iPad,@mjtward19 @RishiSunak Morning definitely need General Election a #GeneralElectionN0W #@RishiSunak #ToriesAreASecurityRisk #ToriesDestroyingOurCountry
2022-10-31 10:51:44+00:00,AnthonyCockbur2,0,Twitter for Android,"@mjtward19 @Sulaco68 @RishiSunak @RishiSunak #EnoughIsEnough 
The UK have made thier feelings quite clear.#GeneralElectionNow
#SuellaBravermanOut 
#ToriesOut116"
2022-10-31 10:51:39+00:00,KenWhistance,2,Twitter Web App,"I suspect that the overwheming majority of the citizens of Great Britain don't want their environment painted orange.
Do something about it Rishi.
Pretty please."
2022-10-31 10:51:35+00:00,PamPric97358110,0,Twitter for Android,@etty29 @mjtward19 @RishiSunak That would be sweet
2022-10-31 10:51:32+00:00,ShaunDonnellyUK,0,Twitter Web App,@SuellaBraverman @RishiSunak @Conservatives  This is typical of the scum the @RNLI are ferrying into our country on a daily basis. Why are you not prosecuting them for assisting with people trafficking? It has got to stop before we are overrun by these animals! https://t.co/ihP4HQ4DLv
2022-10-31 10:51:31+00:00,DeanStanton71,0,Twitter for Android,"@Fox_Claire @RishiSunak A prediction: Sunak will attend that Cop27 abhorrence.

Sunak will always heed his Master's call."
2022-10-31 10:51:28+00:00,archbishopwibbl,1,Twitter for Android,"Time is running out. We must extend free school meals to children in need @RishiSunak @10DowningStreet. Please watch and share this powerful film by @BiteBack2030. #FreeSchoolMeals #FSM #FeedTheFuture 
https://t.co/dJrM0R0pKx"
2022-10-31 10:51:28+00:00,MJWorkman,0,Twitter for iPhone,#UKcrisis An excoriating assessment of Rishi Sunak and his policies from the Economist.  https://t.co/emLnAY4zNG
2022-10-31 10:51:13+00:00,Irfan_shah16,0,Twitter for Android,@FaryalHashmiT Rishi
2022-10-31 10:51:08+00:00,srtclarah,0,Twitter for Android,"Rishi Sunak, Primeiro Ministro (Reino Unido🇬🇧)

https://t.co/jTJhj1tyGK"
2022-10-31 10:51:08+00:00,jazzy_jeff44,6,Twitter Web App,Come on @RishiSunak. You really need to attend #COP27  to build on the legacy of Glasgow and be a positive advocate for the role of nature in solving this global crisis. https://t.co/rotovuq0gB
2022-10-31 10:51:07+00:00,PigottRon1,0,Twitter for iPhone,@This_Perkins @Fox_Claire @RishiSunak You argument is self defeating. He is sending perfectly capable representatives whom he clearly trusts.
2022-10-31 10:51:03+00:00,fcsj7,1,Twitter Web App,@RishiSunak @theresecoffey My 8-yr-old knows there’s a #ClimateEmergency. More climate leadership pls to safeguard children’s futures #COP27 @GreenpeaceUK @FoEScot @coolearth https://t.co/ODswC4gYAg
2022-10-31 10:51:01+00:00,sguitar50,0,Twitter for Android,@RishiSunak @LulaOficial WEF stop congratulating a WEF candidate and stop the illegal migrants. Do what you are paid to do.
2022-10-31 10:50:55+00:00,pinkfootiechick,1,Twitter for iPhone,"@RishiSunak @LulaOficial Happy people of Brazil get a say in choosing their leader, pity a bunch of corrupt fascists chose you. Of course if you fancy your chances with the people put it to the country. Well done Brazil! #GeneralElectionsNow #EnoughIsEnough #ToriesOut116 #ToryShambles #TorySewageParty"
2022-10-31 10:50:52+00:00,NiborDrawtag,1,Twitter for Android,"@RishiSunak 
@Parody_PM 
@SuellaBraverman
Morning.
Here's my daily Reminder
Our Home Secretary is a National Security Risk and should be removed or resign.
That would be a sign of integrity 
#SuellaBravermanOut
#ToryShambles
#GeneralElection2022"
2022-10-31 10:50:51+00:00,AlexanderLandSp,0,Twitter Web App,"Miliardi e gabinetti, chi è Akshata Murty, la first lady britannica moglie di Rishi Sunak https://t.co/0TATKOCY81 via @repubblica"
2022-10-31 10:50:51+00:00,solo_pendragon,2,Twitter for Android,"Time is running out. We must extend free school meals to children in need @RishiSunak @10DowningStreet. Please watch and share this powerful film by @BiteBack2030. #FreeSchoolMeals #FSM #FeedTheFuture 
https://t.co/D7k0cl3iv6"
2022-10-31 10:50:48+00:00,AzamJamil53,87,Twitter for Android,"No matter what claim you lay to Rishi Sunak, you aint getting the Kohinoor back."
2022-10-31 10:50:47+00:00,happyhelen247,2,Twitter for iPhone,"Time is running out. We must extend free school meals to children in need @RishiSunak @10DowningStreet. Please watch and share this powerful film by @BiteBack2030. #FreeSchoolMeals #FSM #FeedTheFuture 
https://t.co/LX19BLTQiS"
2022-10-31 10:50:47+00:00,alpacapower,2,Twitter for iPhone,"@RichardHRBenyon is writing to MP’s stating

‘The removal operations were carefully planned and conducted and included consideration for his welfare.’

Care to correct the record Lord Benyon ? @UKHouseofLords @theresecoffey @Mark_Spencer @TamFinkelstein @RishiSunak 

#cruelty https://t.co/KvDPGGhbVW https://t.co/CuVYHpAjz2"
2022-10-31 10:50:46+00:00,cristia75557401,0,Twitter for Android,@RishiSunak @LulaOficial LULA https://t.co/asX79GwbB0
2022-10-31 10:50:37+00:00,GrandeAlpaca,0,Twitter for iPhone,@RishiSunak @LulaOficial Congratulating a fellow WEF member
2022-10-31 10:50:36+00:00,MyDiscountBook,0,dlvr.it,"Trevor Noah: I never said entire UK racist, says comic after Rishi Sunak row https://t.co/6Mj5nOftLl"
2022-10-31 10:50:36+00:00,MyDiscountZone,0,dlvr.it,"Trevor Noah: I never said entire UK racist, says comic after Rishi Sunak row https://t.co/VtTMBpT7b4"
2022-10-31 10:50:23+00:00,JohnWest_JAWS,2,Twitter Web App,"@AlStewartOBE @RishiSunak You have a point.

He would likely achieve as much as he does in everything else - negative benefits.

Far better to let the serious people make plans &amp; beneficial difference than allowing a Tory twit anywhere near such an important event."
2022-10-31 10:50:23+00:00,adrian_s_garton,0,Twitter for iPhone,"@AlStewartOBE @RishiSunak I would have thought you’d be able to answer that question yourself, unless perhaps you’re just being obtuse in opposition of anything you feel is a bit left wing ?"
2022-10-31 10:50:22+00:00,d_jeffd,1,Twitter Web App,@Marcus904745911 @Ian_in_Formby @oflynnsocial @RishiSunak Prove it.
2022-10-31 10:50:22+00:00,suemcdonald342,0,Twitter for iPhone,And why would flying to a conference be environmentally friendly? Makes a joke of their whole argument on green issues! @RishiSunak https://t.co/fkZZazvUa7
2022-10-31 10:50:22+00:00,jedmarson,1,Twitter for iPad,"Low global confidence in UK #Climate engagement.

@GreenLibDems respect all parties’ climate groups. Let’s engage all-party.

⁦@RishiSunak:⁩ Send King @EdwardJDavey⁩ ⁦@AlokSharma_RDG⁩ ⁦@Ed_Miliband⁩, go sign off ALL OUR commitments.

https://t.co/M8Su3fYStX"
2022-10-31 10:50:21+00:00,BirdyBrexit,0,Twitter for iPhone,Make these charities source of income public! Are they funded by illegal TRAFFICKERS or our Own governments we need to know. @SuellaBraverman @RishiSunak #NeverTrustATory #NeverTrustAToryGovernment https://t.co/72LDXnSIi1
2022-10-31 10:50:16+00:00,CoinMetro,12,Twitter Web App,"Does the UK's shift in Prime Minister mean a potential shift in crypto policy for Britain? 🇬🇧🪙

@KevinMurcko weighs in on the topic, and outlines what @RishiSunak taking the role of PM may mean for DeFi regulation in @thefintechtimes' latest article: ➡️https://t.co/5RrhIrWC6O https://t.co/qSPQZ5ARea"
2022-10-31 10:50:15+00:00,fredis007,0,Twitter for iPhone,Check out elderly white woman racist live and breathes among us. Old guy talk to me he was a Boris man and we are white Christian country so no to Paki PM. He even got Rishi heritage wrong. That’s the Tories for you. Check out questionguy's video! #TikTok https://t.co/uf2hrY8KOX
2022-10-31 10:50:13+00:00,unionjack823,0,Twitter for iPhone,@sgrmuk @RishiSunak @Conservatives @10DowningStreet Get behind the PM or go be an activist for Labour because that’s the only alternative
2022-10-31 10:50:09+00:00,Leonard65519729,1,Twitter for Android,"@RishiSunak @LulaOficial As a Brazilian and a public school teacher, I'd love to see enviromental issues being reinstated and cooperation. Also desirable to have an exchange and improvement program for teachers as it already exists in a partnership signed with the United States (PDPI)."
2022-10-31 10:50:09+00:00,WllliamHayes,0,Twitter for Android,@DrHoenderkamp @RishiSunak Yes we should just ignore climate change and f**k our children
2022-10-31 10:50:06+00:00,CarmenA18646340,0,Twitter for Android,@rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab I want Liz back  !
2022-10-31 10:50:03+00:00,daveyp29,0,Twitter for Android,"@AlStewartOBE @RishiSunak Isn't this the same question for every attendee? You're basically saying that no one should bother. Yeah, that'll solve the problem won't it!"
2022-10-31 10:50:02+00:00,henrietta0190,0,Twitter for Android,"Honestly if @RishiSunak U-Turns on attending the Cop-27, that is him done. Why can't we ever have one Tory leader who can stand their ground? https://t.co/mGKe1r8ywm"
2022-10-31 10:49:58+00:00,rumperedis,1,Twitter for Android,"@James_BG rishi.sunak.mp@parliament.uk

Send Rishi an email with a polite request for his statements position at COP27 and copy in your own MP. Reference the Stern Review and the financial costs of climate change which make heating bills look trivial"
2022-10-31 10:49:46+00:00,RoTollemache,2,Twitter Web App,"Time is running out. We must extend free school meals to children in need @RishiSunak @10DowningStreet. Please watch and share this powerful film by @BiteBack2030. #FreeSchoolMeals #FeedTheFuture 
https://t.co/njC1uqD1dN"
2022-10-31 10:49:44+00:00,VivianGregson,0,Twitter Web App,Rishi Sunak TELLS Brits To Take Illegal Migrants Into Their Homes 🤔 😮 https://t.co/pXOP2zKpnD via @YouTube
2022-10-31 10:49:44+00:00,Fordy_969,1,Twitter for iPhone,"As much as I am firmly against the idea of a monarchy, I just absolutely love the attitude Charles has for this stuff. He’s always been for sustainability and protecting the environment. Very much a Thanos ‘I’ll do it myself’ moment now that Rishi can’t be arsed https://t.co/itsZ96maax"
2022-10-31 10:49:40+00:00,hollidb,0,WordPress.com,"“Ignoring this legal advice would not only be completely unethical, it could lead to a colossal waste of taxpayers’ money. If it is confirmed that Suella Braverman acted unlawfully, Rishi Sunak would surely have no choice but to sack her."
2022-10-31 10:49:39+00:00,CadaverNews,0,Twitter for Android,@mattfrei @Keir_Starmer @RishiSunak @SuellaBraverman Matt Frei. Why are you ignoring The Labour Files documentary and cutting off your guests who mention it? You're obviously another dishonest journalist ignoring uncomfortable stories.
2022-10-31 10:49:37+00:00,penttiknenonen1,0,Twitter Web App,"@RishiSunak @LulaOficial Ihmiskunnan on tultava sosiaalisemmaksi selviytyväkseen maapallolla,ei salaisuus."
2022-10-31 10:49:36+00:00,PatrickJStoner1,1,Twitter Web App,Are you suggesting that Rishi Sunak is a liar? My my. However did he come to be selected by us as leader of the Conservative Party? https://t.co/87zCz3lnrv
2022-10-31 10:49:35+00:00,AndrewNorth6,0,Twitter Web App,@AlStewartOBE @RishiSunak Someone who asks that question clearly doesn’t care about future generations only about Me Me Me
2022-10-31 10:49:34+00:00,PamPric97358110,0,Twitter for Android,@DPMatt001 @mjtward19 @RishiSunak Definitely immediately #GeneralElectionN0W
2022-10-31 10:49:28+00:00,Jon04016996,1,Twitter Web App,"Time is running out. We must extend free school meals to children in need @RishiSunak @10DowningStreet. Please watch and share this powerful film by @BiteBack2030. #FreeSchoolMeals #FSM #FeedTheFuture 
https://t.co/F7XVNWIXW8"
2022-10-31 10:49:27+00:00,CadaverNews,0,Twitter for Android,@mattfrei @RishiSunak @Keir_Starmer Matt Frei. Why are you ignoring The Labour Files documentary and cutting off your guests who mention it? You're obviously another dishonest journalist ignoring uncomfortable stories.
2022-10-31 10:49:25+00:00,sguitar50,1,Twitter for Android,@whatwouldmikey1 @Olgachristie @SuellaBraverman @RishiSunak declare a state of emergency right now. That should give you the necessary powers to deport and seal off our beaches. DO IT. You answer to us not the other way around. House migrants on adapted prison boats. This is an option. Contact Bibby line group
2022-10-31 10:49:21+00:00,iprinova,0,Twitter Web App,"🎙 📻 ""O futuro dirá se o acordo [sobre a energia] é bom ou mau"", defendeu @NunoSeveriano no último #GeometriaVariável, na @antena1rtp. O investigador do @iprinova analisou também as lideranças de Rishi Sunak e de Xi Jinping 👉 https://t.co/upBhmjUiNq

#Energia #Sunak #XiJinping https://t.co/qr6d0tuEaS"
2022-10-31 10:49:18+00:00,phil_soskin,0,Twitter for iPhone,@RishiSunak Why are you determined to impoverish us. Why hasn’t Net Zero been costed https://t.co/aJmJJKl50w https://t.co/D0KTnETeGo
2022-10-31 10:49:13+00:00,Lisa88884269,0,Twitter Web App,"Another sick putrid joke? @Conservatives insanity levels through the roof! Brit Personal Safety..hello?Which part of vote to End &amp; Deport All don't you comprehend @RishiSunak @SuellaBraverman Each day UK asks WHY NO BORDER PROTECTION, TURNING BOATS BACK OR NATIONAL SECURITY mgmt? https://t.co/pBEzQywIRS"
2022-10-31 10:49:12+00:00,emyrwilliams691,0,Twitter for Android,@sima_kotecha @SuellaBraverman @RishiSunak
2022-10-31 10:49:11+00:00,DavidHarries3,0,Twitter Web App,"@AlStewartOBE @RishiSunak It is a chance to meet world leaders, also known as states(wo)men.  An act of statesmanship.  Is it beyond him?"
2022-10-31 10:49:08+00:00,PigottRon1,0,Twitter for iPhone,@CitznOfNowhere @Aedicule @Fox_Claire @RishiSunak We are will be very well represented. Please try not to be silly.
2022-10-31 10:49:06+00:00,superdupedoodle,1,Twitter Web App,"@CarlWillDurham @old_tory I said long ago…that EVERY COUNCIL in the UK should send lists of people on their HOUSING LISTS to the Government. Ignoring just how many people are actually desperate for homes for their families and queue jumping illegal immigrants is so wrong!
@RishiSunak @Conservatives"
2022-10-31 10:49:05+00:00,VimlaTripathi3,0,Twitter for Android,@jbuzaabo @RishiSunak Same to you brother
2022-10-31 10:49:03+00:00,AlanPavelin,0,Twitter Web App,"@mjtward19 @brian_lewis67 @RishiSunak The government got a lower vote share than Bolsonaro, even if you add in the DUP and Reform Party. Bolsonaro’s 49%+ vote share would give a landslide majority under our system."
2022-10-31 10:49:03+00:00,XRLondon,5,Twitter for Android,"@BBCBreakfast .@RishiSunak is failing on #ClimateAction. He has close financial ties to #OilAndGas industry. Says he's too busy for #COP27. Demoted COP President @AlokSharma_RDG &amp; Climate Minister @grahamstuart so they aren't in Cabinet where key govt decisions are made
https://t.co/D8BJfHOm1A"
2022-10-31 10:48:58+00:00,smokepole8,6,Twitter for iPhone,"@Sky1946o @Nancy_brama @RishiSunak @ukhomeoffice Been saying it for a long time,wait until they start bumping into local lads out protecting young women from cultural enrichment"
2022-10-31 10:48:58+00:00,foxpjje,0,Twitter for iPhone,@RishiSunak unless imperative stop your comms team and yourself rushing into decisions to then have to reverse on. Ms Braverman should not have been appointed and you should being going to COP 27 as our Statesmen. Pete
2022-10-31 10:48:57+00:00,edwardkeyjf,1,Twitter for iPhone,"Poland is a serious nation.

Be more like Poland.

@beisgovuk @CommonsBEIS @RishiSunak https://t.co/KNF9M97C0p"
2022-10-31 10:48:54+00:00,sandy_titch,0,Twitter for Android,@RishiSunak @LulaOficial Put this country before you and your party. Call a GE now. Its criminal how you are holding our country to ransome so you lot can save your jobs. It's disgusting and will never be forgotten for what damage you lot have caused.
2022-10-31 10:48:53+00:00,Elga_mls,0,Twitter for iPhone,@RishiSunak @Keir_Starmer @Conservatives @UKLabour https://t.co/25gThO2Ayq
2022-10-31 10:48:53+00:00,GlobalNews243,0,WordPress.com,"Rishi Sunak could U-turn on Cop27 summit snub, says minister https://t.co/uWMp9xPv8u"
2022-10-31 10:48:50+00:00,Batteneve,0,Twitter for iPhone,@mjtward19 @RishiSunak Kismet
2022-10-31 10:48:49+00:00,johns_dm,1,Twitter for iPad,@mjtward19 @RishiSunak @RishiSunak  #GeneralElectionNow
2022-10-31 10:48:49+00:00,musicmumnshoes,0,Twitter for iPhone,@RishiSunak well done famous for the person who finished off  the Tory party https://t.co/xFZqXBrwhc
2022-10-31 10:48:47+00:00,JayHad1980,0,Twitter for Android,"@lookatmyrash @abi1005 @RishiSunak @LulaOficial I believe that was protesters playing the music, not him or any of his team.  That said I'm not sold on him at all and think it's beyond time we had a GE.  Today is very different to when the last mandate was taken and things need to move on."
2022-10-31 10:48:47+00:00,bryanneary3,0,Twitter Web App,@MajorGowen_ @RishiSunak how many countries did the brits illegally invade.   answer 122
2022-10-31 10:48:46+00:00,Evilgenius222,1,Twitter Web App,@Garyudson1 @MsAlliance Rumour that Rishi is about to U turn &amp; attend?
2022-10-31 10:48:44+00:00,BenCarlile11,0,Twitter for Android,"@RishiSunak look I'm a labour supporter but we deal with the cards we are dealt. And to be fair I am happy, as a brown man you are our pm it's massive but you and your family got here through legal means. If you close them legal routes and not do your duty to processasylum 1/2"
2022-10-31 10:48:41+00:00,ProfPolemicos,0,Twitter for Android,@RishiSunak @LulaOficial Get a job
2022-10-31 10:48:40+00:00,JasonBlacklock3,1,Twitter Web App,Rishi Sunak Will Let The World Burn https://t.co/muzKjy9jWW via @YouTube
2022-10-31 10:48:32+00:00,igs0013,0,Twitter for iPhone,"@RishiSunak @LulaOficial Lol, you mean installing one world government and neo communism with control under your father in law @Infosys implementing social credit scoring system and DIgital ID 🤢🤢🤢under your globalist puppet masters."
2022-10-31 10:48:29+00:00,MrRobertBob1,13,Twitter for iPad,"We need a government that doesn’t govern by U-turns.
#GeneralElection2022 

Rishi Sunak could go to Cop27 climate summit in major U-turn, minister says https://t.co/aLGPodTwbD"
2022-10-31 10:48:28+00:00,fred_westland,0,Twitter Web App,"@RishiSunak @LulaOficial Sort out the migrants,sort out just stop oil,stop foreign aid for starters."
2022-10-31 10:48:24+00:00,BIJOYYADAV17,0,Twitter for Android,@RishiSunak @LulaOficial 🙏🙏🙏🙏
2022-10-31 10:48:22+00:00,PatrickJStoner1,1,Twitter Web App,"Nobody has yet to explain what Rishi Sunak achieves by attending cabinet meetings, so, no. https://t.co/M6VUbFKbbI"
2022-10-31 10:48:19+00:00,spirre007,0,Twitter for iPhone,@SuellaBraverman @RishiSunak I see pressure building with the ILLEGAL migrant crisis - time is limited - not resolving soon will see a rise in aggression and disorder - not to mention an election downfall for the party ! It’s resolve is at the border NOT once in !
2022-10-31 10:48:13+00:00,VoiceOf99050059,0,Twitter for Android,"@Simon4NDorset @RishiSunak Keep deluding yourself by all means, old chap 👍👍"
2022-10-31 10:48:10+00:00,AliAlibhai,0,Twitter Web App,Britain’s leadership role in calling Putin’s bluff now falls to Rishi Sunak | Mikhail Khodorkovsky https://t.co/srDt9ESifp
2022-10-31 10:48:07+00:00,BBCSouthNews,1,SocialFlow,"Prime Minister Rishi Sunak could still attend the COP27 climate summit, sources have told the BBC.   https://t.co/zDChCINaRj"
2022-10-31 10:48:06+00:00,rfan67009387,0,Twitter for Android,@RishiSunak @LulaOficial KILIÇDAROĞLU KAZANACAK @kilicdarogluk
2022-10-31 10:48:01+00:00,imortalcelt,0,Twitter for Android,@pub_that @RishiSunak You need to look into the the fourth industrial revolution unfortunately for you and us everything that's happening is planned ain't nothing wef rishi can do about it
2022-10-31 10:48:00+00:00,realaleally,0,Twitter for Android,"This is what happens when fascists @BorisJohnson @pritipatel @SuellaBraverman @RishiSunak @Conservatives fuel hatred and division #racist #ToryFascists #ToryScumOut
https://t.co/CD0QUshgDV"
2022-10-31 10:47:59+00:00,narges_aminii,0,Twitter for Android,@denis_rishi پس #لبیک_یابن_حیدر
2022-10-31 10:47:56+00:00,A_Soft_Soul,0,Twitter for iPhone,"@PatMillsUK @carolsuewade @RishiSunak 12 years of Tory govt and the economy is crippled, we are among the poorest in Europe and the city is in shock as £1.3 trillion is wiped off value of UK bonds causing meltdown for pensions funds and investors . https://t.co/SBkK6N6zKX"
2022-10-31 10:47:51+00:00,Duane28782942,1,Twitter Web App,@Short2Cjs @RishiSunak I think we're heading towards civil unrest!!
2022-10-31 10:47:51+00:00,AvinashCAgrawal,0,Twitter for Android,@PritishNandy @RishiSunak There is so much to be returned and apologised for. Bengal famine is one on the top of my mind. That was engineered by the man who should have been tried for human crimes.
2022-10-31 10:47:47+00:00,DPMatt001,9,Twitter for iPhone,#GeneralElectionNow @RishiSunak https://t.co/nGSLfey3eY
2022-10-31 10:47:44+00:00,kiwi_ste,0,Twitter for Android,@RishiSunak #ToryChaos - can't handle @BorisJohnson or @SuellaBraverman. Too busy just looking at money for his dodgy mates #NHS #CovidIsNotOver #ToryBrexitBritain #ClimateEmergency https://t.co/JnWh4n2AI1
2022-10-31 10:47:44+00:00,binaryhands1,0,Twitter for Android,"@AlStewartOBE @RishiSunak Introducing himself as the new pm of the UK and talking first hand with people, no liaison"
2022-10-31 10:47:42+00:00,Jameshickmott86,1,Twitter for Android,"@shonaw18 @DailyMailUK @RishiSunak @SuellaBraverman Right wing terrorist is NOT a hero. Unless you are a nazi sympathising halfwit  which, of course, you are"
2022-10-31 10:47:41+00:00,CadaverNews,0,Twitter for Android,@mattfrei @RishiSunak @Keir_Starmer Matt Frei. Why are you ignoring The Labour Files documentary and cutting off your guests who mention it? You're obviously another dishonest journalist ignoring uncomfortable stories. https://t.co/uksLUEdALe
2022-10-31 10:47:40+00:00,spirre007,0,Twitter for iPhone,@Number10press @10DowningStreet @RishiSunak I see pressure building with the ILLEGAL migrant crisis - time is limited - not resolving soon will see a rise in aggression and disorder - not to mention an election downfall for the party ! It’s resolve is at the border NOT once in !
2022-10-31 10:47:37+00:00,AdamsF99hfp74cj,0,Twitter for iPhone,"@RishiSunak @LulaOficial Clearly you’re not going to do anything sensible to outlaw these things because it will make you unpopular amongst the voters, right?"
2022-10-31 10:47:34+00:00,cryptorul3s,0,Twitter for iPhone,"""UK Prime Minister Rishi Sunak's win was a victory for crypto"" - https://t.co/RjT5HRBYHR"
2022-10-31 10:47:34+00:00,RecentLatestVia,0,dlvr.it,"𝗚𝗨𝗔𝗥𝗗𝗜𝗔𝗡/𝗢𝗕𝗦𝗘𝗥𝗩𝗘𝗥: Rishi Sunak could U-turn on Cop27 summit snub, says minister https://t.co/tJjeBLxlnK or https://t.co/ktp56B8uSR https://t.co/0CFgLZNQJu"
2022-10-31 10:47:33+00:00,BikerGary17,0,Twitter for Android,"Don't do it Rishi, your already on a borrowed vote. There's plenty to sort out here first. https://t.co/R1P1x3NZ4m"
2022-10-31 10:47:33+00:00,James_Jcb_Bell,0,Twitter for Android,@RishiSunak you cock nose. Where planning benidorm 28 of the best friends. Need you to pull few strings and change half term dates next year for one off my besties. Plus long weekend Friday to Friday and stick few quid in the middle
2022-10-31 10:47:32+00:00,torysleazeUK,2,dlvr.it,"🏴‍☠️ Mark Spencer says PM could attend ‘if he’s got time’ as fears grow over impact on UK’s climate credentials

 * UK politics live – latest news updates

Rishi Sunak could backtrack on his decision to snub the Cop27 UN climate… https://t.co/HokzUgIHZM #RishiSunak #Cop27"
2022-10-31 10:47:31+00:00,mjtward19,1,Twitter for Android,@ProudHeadTeach1 Good morning Andrew. Perfect analogy #GeneralElectionNow @RishiSunak
2022-10-31 10:47:20+00:00,Afrhani19,0,Twitter Web App,"@USUN @USAmbUN The latest world political map #WorldAnthro 💥🚨⚖️

@SecBlinken @SecDef @vonderleyen @antonioguterres @IntlCrimCourt @USDOJ_Intl @ZelenskyyUa @JustinTrudeau @sanchezcastejon @RishiSunak @OlafScholz @Isaac_Herzog https://t.co/yebO7ny0cH"
2022-10-31 10:47:19+00:00,AlBonsoir,0,Twitter Web App,@Simon4NDorset @RishiSunak People should have enough evidence by now to know voting Tory can seriously damage your wealth. Of the last 100 yrs the Tories have held power for all but 20. Anyone voting Tory has about as much sense as Just Stop Oil group
2022-10-31 10:47:14+00:00,ManduReid,17,Twitter for iPhone,"This appointment is an attack on women’s freedom and autonomy.

It clearly demonstrates that @RishiSunak cannot be trusted to lead our country in a way recognises women and girls as truly equal citizens.

Make no mistake, WE will fight back and #WeWillWin.
https://t.co/x0UdJpKWIp"
2022-10-31 10:47:13+00:00,Ben_garrod,26,Twitter for iPhone,"Absolutely fucking sickened by this, on @BBCNews …

Is this where we are in the UK, @Conservatives … dehumanising people so much that we seek to blame THEM when others attempt to murder them? 

Act now @SuellaBraverman @RishiSunak or our country truly will be lost. https://t.co/3bWM1kHS6Y"
2022-10-31 10:47:10+00:00,chrisdgreen52,0,Twitter Web App,"@SteveCJjones @RishiSunak What we want and what we've got are unrelated.
His children advise him on recycling. His Environment Secretary tackles climate change by using 'permanent cups'. He's removed Alok Sharma from the Cabinet.
If he does go to Egypt - it's only a PR exercise."
2022-10-31 10:47:06+00:00,BirdyBrexit,0,Twitter for iPhone,Me neither ! Massive security risk. You go to hotels to relax! Would you pay £100 per night for a hotel? Get the army in and construct their accommodation out of shipping containers in Dover. @ukhomeoffice or MPs can’t think beyond hotels! @SuellaBraverman @RishiSunak https://t.co/c3Xm1lmkz8
2022-10-31 10:46:59+00:00,Taff5351,0,Twitter for iPad,"@SophyRidgeSky @RishiSunak What , like Allegra Stratton ? Money grabbing hacks !"
2022-10-31 10:46:57+00:00,RebeccaDenness,0,Twitter for Android,"@RishiSunak: were you expecting this outcome? Others were, so your judgement is looking suspect. Where's the integrity you spoke of? Actions, not just words. https://t.co/CqRZ9vkHp8"
2022-10-31 10:46:54+00:00,GeoFreC,0,Twitter Web App,@AlStewartOBE @RishiSunak He would show that the UK is serious about climate change?
2022-10-31 10:46:48+00:00,FreddySky,0,Twitter for iPad,@nimz_ga @DavidPNoble63 @RishiSunak @LulaOficial 🤖🤖🤖🤖🤖 https://t.co/GZCYycOmm8
2022-10-31 10:46:46+00:00,henrykingathome,0,Twitter for Android,@DouglasLaing6 @kilimandege @RishiSunak Racist.
2022-10-31 10:46:46+00:00,JohnRosier,1,Twitter for iPad,"@MerrynSW Make a decision and stick to it? I’d accept a job advising the PM on how decisions are likely to go down. There must be a vacancy. It was obvious that their would be a hoohaa. I’d have said, “find time in your schedule for a short visit - there and back in 24 hours”. @RishiSunak"
2022-10-31 10:46:44+00:00,JianKaza,1,Twitter for Android,"@Rockumon We Sanghis Celebrated Rishi's Appointment As UK PM Because He Is A Hindu 🕉️,"
2022-10-31 10:46:41+00:00,aroonpurie,6,Twitter for Android,"Rishi Sunak now tests himself against both fairy-tale and cold reality. If he fails, he may go down in history as a colourful nightwatchman that the Tories sent to a crumbling pitch in failing light. https://t.co/JJA5S8jSL9 via @indiatoday"
2022-10-31 10:46:40+00:00,etty29,5,Twitter for Android,"#EnoughlsEnough #GeneralElectionNow @RishiSunak 
#BravermanOut 
#ToriesAreASecurityRisk https://t.co/q45ew0kWl8"
2022-10-31 10:46:37+00:00,Kyff222,0,Twitter for Android,@RishiSunak @LulaOficial Ah yes another one of unkle Klaus's muppets. 🤦
2022-10-31 10:46:33+00:00,MickyWard,3,Twitter for Android,@sabrinaeccles @TalkTV @SuellaBraverman @RishiSunak To be fair if it was anthrax they are spraying it at the right places 😉
2022-10-31 10:46:31+00:00,JonRArc,0,Twitter for iPad,@RishiSunak  @10DowningStreet  @Conservatives https://t.co/xot4g11J2t
2022-10-31 10:46:31+00:00,arbolioto,0,Twitter for iPhone,"@Parody_PM What was Rishi’s line?  “Integrity, professionalism and accountability”.  Thérèse Coffey demeanour gives you the impression that she doesn’t give a hoot for any of the three.  She’s out of the NHS but will cause havoc in the environment."
2022-10-31 10:46:29+00:00,SkycentaurCross,1,Twitter Web App,"efinancial careers source
Why does'nt Rishi Sunak put Goldman Sachs on his CV ?
The Guardian-source-2 years ago
New Chancellor Rishi Sunak challenged over hedge fund past ?"
2022-10-31 10:46:28+00:00,openjulszz,0,Twitter for iPhone,"I've added my name to a letter telling the Rishi Sunak that it IS time to protect nursing:  urging protects the public, whether your a refugee or the UK Primeminister. PLZ add your name, it takes 2 secs. Without our selfless Nursing staff, there is no NHS. https://t.co/3F2arYVY3j"
2022-10-31 10:46:20+00:00,Jamesru12,0,Twitter for iPhone,@agwilliams_uk @RishiSunak Absolutely
2022-10-31 10:46:19+00:00,DavidLa69740341,0,Twitter for iPhone,@brawday @RishiSunak https://t.co/c3PzcemdWX
