Date,User,Number of likes,Tweeted from,Tweets
2022-10-27 22:41:45+00:00,CantWeDoBetter,0,Twitter for iPhone,@RashellTamina Windfall tax is on funds unlikely otherwise to benefit the UK economy. So much better in time of recession than taxes on internal UK income/expenditure.
2022-10-27 22:34:58+00:00,Diplomacy140,0,Twitter for iPhone,"Three million people have watched the @FT #Brexit Effect film

No platform for those who might distort the truth

Just the facts: how leaving the #EU hit the #UK economy 

And stories from businesses struggling w #Brexitreality 

We need an honest debate 

https://t.co/5Ckw7ZLHLP"
2022-10-27 22:30:39+00:00,Ramesh1Patel,0,Twitter Web App,"@NickCooperative @MMTLabour @simonmaginn Wow! £2.75 Trillion is current size of the UK economy 

BoE PRINTED £331 bn &amp; bought shares &amp; assets in the banks to bail them out

This was added to the 2010 debt of £759 bn

It was called the temporary debt because it would be recovered when the shares &amp; assets where sold https://t.co/w97DnQgknZ"
2022-10-27 22:29:34+00:00,MustBeTheJanay,1,Twitter for Android,"JHB is literally an empty vessel on climate. I can't believe she would know a scientific report if one smacked her in the face.
We need to keep the right the protest.
Investment in renewable would see UK economy grow as we couks get back to leading on this. #bbcqt"
2022-10-27 22:28:47+00:00,Al_sidiiq,0,Twitter for iPhone,"@RishiSunak, The new UK PM is just 42 year who make great impact in UK economy during @BorisJohnson tenure. I call on @MBuhari to appoint Vibrant, Brilliant &amp; intelligent youths into Governance. We can still make Nigeria better. @ClassPolitical @DailyPostNGR @renoomokri @ARISEtv"
2022-10-27 22:28:21+00:00,AeronDavis1,2,Twitter Web App,"You can hear @graceblakeley podcast with Grace and I talking about the book, the Treasury, Sunak and the UK economy.
https://t.co/U1t9x3qRcA"
2022-10-27 22:25:32+00:00,AntacsB,243,Twitter for Android,"@MrHarryCole 'Growth visa'. 🤣 

The UK economy was growing strongest when we were in the EU single market. 

Turns out the freedom to trade &amp; travel across Europe is an economic strength."
2022-10-27 22:22:02+00:00,andy_charmer,0,Twitter for iPhone,@Keir_Starmer No sense in playing the fiddle at COP27 when UK is burning. @RishiSunak priority is to bring stability the UK economy now. That’s the clear and present danger.
2022-10-27 22:19:42+00:00,subsorbitol,2,Twitter Web App,"@TrickyDicky1954 @PlasFron Because Liz Truss caused uncertainty about long-term credibility of the UK economy, ""speculators"", aka the people looking after your pension, had to abandon stocks and securities at a loss. Those losses, rather than being paid for by people who had pensions, i.e. wealthy people.."
2022-10-27 22:08:25+00:00,DomHiggs,4,Twitter for iPhone,@DavidLammy I’d rather the PM focus on current issues and concentrate on getting the UK economy growing again… until China and the US decide to change their climate policy we’re wasting our time on meetings this year or next.
2022-10-27 22:02:56+00:00,RobBaber1,0,Twitter for iPhone,@GaryLineker @RishiSunak Damned if he does and damned if he doesn’t. Does he prioritise the UK Economy over the climate ????
2022-10-27 22:02:05+00:00,1GDAC,0,Twitter for iPhone,"@chariot_iron @Rob_Kimbell Read the government’s own assessment - Brexit will permanently cost UK economy 4% of GDP (£80B/ year, which means a loss of £32B in taxes to fund NHS etc), a lot more than UK ever paid in to EU. 
https://t.co/ELeM053zSE"
2022-10-27 21:58:55+00:00,PedroMelendezOr,0,Twitter for iPhone,"Three million people have watched the @FT #Brexit Effect film

No platform for those who might distort the truth

Just the facts: how leaving the #EU hit the #UK economy 

And stories from businesses struggling w #Brexitreality 

We need an honest debate 

https://t.co/kpt8iCRwxo"
2022-10-27 21:58:21+00:00,Sportywagon,0,Twitter for Android,"@RishiSunak &amp; the Tories dont give a fig about the World's changing climate. It is only @Keir_Starmer @UKLabour who will create meaningful UK jobs by investing in the Green industries, helping the UK economy &amp; World's climate #ToriesOut #GeneralElectionN0W #VoteLabour 🌹 https://t.co/eQawYZol9I"
2022-10-27 21:52:41+00:00,Dipti_Mehta23,0,Twitter Web App,"@jessicaelgot Absolutely spot on perfect. Sooo glad for @RishiSunak - lets prioritise the uk economy, let's grow the economy, let's invent something to take us forward. Good job!!!"
2022-10-27 21:43:46+00:00,ResignBoris,29,Twitter for Android,"@Keir_Starmer ""Climate leadership"" = bankrupting the UK economy while China laughs its tits off at us and adds 300 new coal power stations to the 1150 it already has in operation"
2022-10-27 21:40:50+00:00,DrEliseUK,1,Twitter Web App,"@AlexTaylorNews @JohnSimpsonNews The BBC is controlled by the Tory Party and the rest of the media is owned by the super-rich pro #BrexitDisaster who are ashamed of admitting to having destroyed our UK economy for their selfish interests
https://t.co/8EVOhIfTBV"
2022-10-27 21:40:26+00:00,natty4bumpo,0,Twitter Web App,Think tanks helped Liz Truss crash the UK economy. Is it over for them? | openDemocracy https://t.co/CHsJwObTAM
2022-10-27 21:34:08+00:00,statsjamie,441,Twitter for iPad,"🚨 | ‘UK inflation its lower than Germany, Germany have a higher package to support energy, a shortage of workers and heading towards recession. I don't remember Germany voting for a Brexit or Gerxit’

Chat with @MarkSteynOnline on blaming #Brexit for UK economy woes - nonsense https://t.co/yYgbKPMeI2"
2022-10-27 21:32:59+00:00,breasey,0,Twitter for Android,@skisidjames I think the most fundamental issue facing rishi sunak is dragging the UK economy out of the gutter
2022-10-27 21:32:32+00:00,craftbeersoflre,0,Twitter for Android,"@Paul03Thomas @britishnblue @dcoleman26 @Rob_Kimbell Before Brexit, the UK economy was 90% of Germany's. It's about 70% the size now. Covid,the war &amp; inflation are worldwide issue. You can't blame them on the relative health of the two economies."
2022-10-27 21:32:07+00:00,aendubh,0,Twitter for Android,"@Ladyjmac82 @PaulGosling1 @MatthewOToole2 What unionist need now, from England, is that the English break the trade agreements with the EU 
Now, do you think that the UK economy is in good enough shape to do it 
Also, USA will punish Britain if  UK breaks the agreement with the EU over Ireland
England's choice"
2022-10-27 21:24:47+00:00,SOLARLIFE,0,Twitter Web App,"Ex Goldman and Hedgefund banker Sunak UK economy first Climate out: #cop27egypt : Rishi Sunak will not attend climate summit in Egypt next month, Number 10 confirms https://t.co/5PlAneY7no"
2022-10-27 21:23:29+00:00,chrisoxley10,0,Twitter for Android,"@PierrePoilievre Economically illiterate, neoliberal Thatcherite says what? Thank god you will never be in power to destroy the Cdn economy the same way your fellow Thatcherite Truss did to UK economy."
2022-10-27 21:20:15+00:00,MarkHazard2020,0,Twitter Web App,"@mrjamesob @redalphababe Sir Keir Starmer QC's Make (Hard) #Brexit Work would surely mean putting in place border checks to match those of the EU that Rees-Mogg says would be bad for the UK economy?

Imagine the Tories at the next General Election shamelessly painting Labour as being too hard on Brexit! https://t.co/6xvb0Ixitc"
2022-10-27 21:15:38+00:00,huskymachine2,0,Twitter for Android,@Nigel_Farage No one listens to your tripe...you tanked the UK economy with #BrexitDisaster go away please...
2022-10-27 21:13:08+00:00,unstorenp,0,Twitter Web App,"How Crypto Could Help Rishi Sunak Save the UK Economy
https://t.co/eUd5sjoy0a"
2022-10-27 21:04:54+00:00,Alex12828,0,Twitter for iPhone,@Tomfool63031735 @RishiSunak @JustinTrudeau Would not call that a good use of time at the moment. The UK economy is in desperate need of attention.
2022-10-27 21:00:43+00:00,brisadamsq,2,Twitter for iPhone,"@Diktat17 @torysc_mout @OprosUK @BMGResearch The UK economy is expected to grow by only 0.3% in 2023, there is a £35bill black hole that’s needs to be filled by cuts or tax rises….."
2022-10-27 20:59:10+00:00,CBDCWORLD,0,Twitter for Android,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/THu5ElUhD2 $BNB $XCN
2022-10-27 20:58:58+00:00,hoops_essex,5,Twitter for Android,"@edeysal @grahambsi Investment stopped after Brexit, you've just enhanced his narrative.

FFS investment improves growth and output, lack of investment does the opposite.

Brexit is destroying many parts of the UK economy, Manufacturing and Services."
2022-10-27 20:58:57+00:00,StayEuropean,14,Twitter Web App,"""Today we ask if the UK economy is measurably worse off after Brexit (spoiler: the answer is yes)""
https://t.co/phWy6Sq9LP"
2022-10-27 20:56:50+00:00,Artcinemamusic,1,Twitter for iPad,"@Saffiya_Khan1 If you have little money in your pocket with a huge debt, where would you spend it. I think fixing UK economy might be more pressing. He all of a sudden got asked to be prime minister so let him figure things out. Banning fracking is probably an indicator of where he stands."
2022-10-27 20:54:02+00:00,dilgov,0,Twitter for Android,"@NadiaWhittomeMP The toughest decision PM Rishi Sunak made when he was Chancellor he implemented FURLOUGH for the Uk economy. For what he is today as a PM is because of his good Karma, he deserves it. It's proven move he made to sustain people's job."
2022-10-27 20:53:35+00:00,2mean4canada,2,Twitter for iPhone,@RepMikeGarcia Your party has a plan which mimics the one Liz Truss used to absolutely tank the UK economy. You’ve got zero clue on how to run a country! https://t.co/c2fbQPhrYs
2022-10-27 20:53:05+00:00,Grasspender,2,Twitter for iPhone,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/DClFxim0oD
2022-10-27 20:50:55+00:00,MaxWarnerQ,7,Twitter Web App,"@Kilsally UK economy will be decimated by a trade war, everyone knows that. UK gov signed a legally binding international agreement to get brexit done, did you honestly think the UK gov would rip up the NIP?"
2022-10-27 20:49:19+00:00,DerekM80459953,0,Twitter Web App,"@Rolo_Tamasi @SebastianEPayne People forgot the discovery of North Sea oil had provided much boost to the UK economy and currency. No fracking, we have to import energy from abroad."
2022-10-27 20:45:58+00:00,TT41301,0,Twitter for iPhone,"@jonathansoulboy @CatOnIt00 @GaryLineker @RishiSunak Data from the Office for National Statistics (ONS) shows the UK economy has grown every year since 2010. The only exception was 2020, when the nation took a battering from the Covid pandemic."
2022-10-27 20:43:11+00:00,kevinoils_kevin,0,Twitter for Android,"@Karlpixevo @Conlaoch69 @BBCScotlandNews Karl in essence are you saying rUK wont be at the negotiation table on day one. As economists know the UK govt would be in negative supply shock. Consider, UK economy is based on assets like oil, balance of trade etc. That would be a major headache. England needs oil, gas, etc"
2022-10-27 20:40:11+00:00,HelenMaryPike,1,Twitter Web App,"@paul_law24 @blowhound @johnredwood No person is illegal. And among those who come here from war zones, failed states and countries made unlivable due to the West's greed are doctors, scientists, lawyers, entrepreneurs, all of whom could add to the UK economy, not drain it like @Conservatives and their donors."
2022-10-27 20:36:39+00:00,lutygale,1,Twitter Web App,"First thing I did in Victoria 3 was crash the UK economy by spamming construction, 10/10 would crash economy again"
2022-10-27 20:33:51+00:00,JanetHughes04,1,Twitter for iPhone,"‘In the past 30 yrs, the UK economy chose finance over industry, Britain’s govt chose austerity over investment, &amp; British voters chose a closed &amp; poorer economy over an open &amp; richer one. The predictable results are falling wages &amp; stunningly low productivity growth.’ https://t.co/jG6X36Tjhd"
2022-10-27 20:29:06+00:00,Nillo82948721,0,Twitter for iPhone,"I can sort of understand why Sir Keir Starmer is reluctant to bring up the complete disaster that is Brexit and the terrible impact it’s having on the UK economy. But c’mon Keir, grow a pair, the dogs in the street know how disastrous this decision has been, time to be truthful."
2022-10-27 20:26:01+00:00,palutz,1,Twitter Web App,I wonder what the problem could be... 🤡🙃🤣 #uk #economy https://t.co/3RFGQJTy2b
2022-10-27 20:23:09+00:00,Jj63927499J,0,Twitter for iPhone,"@xiaojiejielulu Both of you, liars, making UK economy going to only one direction. Down &amp; under! 
How do you feel like having an Indian descendant PM after you left India as their master centuries ago?"
2022-10-27 20:22:45+00:00,Bas648,0,Twitter Web App,"@AngelaRayner Labour has a plan to hit savers, landlords, business, investors, to nationalise whatever it can, return us to the EU, abolish private education, pump even more £billions into a failing NHS, support striking railway workers and any other group intent in undermining UK economy . ."
2022-10-27 20:21:46+00:00,SprinterMonitor,14,Twitter for Android,"Rishi wants to reset the UK economy

💬 “We want to reset the entire global financial system to net zero.” Are you talking about default? https://t.co/kMZ08RsIso"
2022-10-27 20:19:08+00:00,FawkesHandles,4,Twitter Web App,"Is your wife supporting Ukraine with her £800,000,000 invested in company linked to Moscow?
Or for that matter is she supporting the UK economy during the crisis by having non dom status and avoiding tax?
Your SO supportive!
Whatever would we do without you! https://t.co/8zsN11UmmF"
2022-10-27 20:15:58+00:00,AshrayAgrawal4,2,Twitter for Android,"As for karma, perhaps our biggest revenge was when chicken tikka masala became the most popular dish in Britain. 😅
#ukeconomy #indiaeconomy #macroeconomics https://t.co/T3i7Zz20D4"
2022-10-27 20:15:29+00:00,Thespuzz,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/Jq2YT17Vu0
2022-10-27 20:14:40+00:00,MargaretEasto13,1,Twitter for Android,Fears for the UK economy over HS2 costs says outspoken peer | https://t.co/mtwC5DQTOY https://t.co/5Nk8k9buM1
2022-10-27 20:14:32+00:00,Kezzer20729925,2,Twitter for Android,"@RationalCentre1 @BernieSpofforth I'm from the UK. The hospitals were fucked after sending untested old folk to the homes, they just went back again. Now the UK economy is completely fucked mainly due to our COVID decisions. Lockdowns ruined lives and businesses, it was a bad decision."
2022-10-27 20:11:29+00:00,degiorgiod,2,Twitter for Android,"""The whole story that EU red tape making thing for business more difficult from our perspective was a complete lie""

https://t.co/HFD3lzwnIm

#BrexitLie

An @FT film on the disastrous and easy to imagine consequences of Brexit on the UK economy and its society. https://t.co/8BB95jqA9o"
2022-10-27 20:03:31+00:00,monkkeyguy,0,Twitter for Android,Can Rishi Sunak really save UK economy?
2022-10-27 20:02:41+00:00,Nillo82948721,0,Twitter for iPhone,"I’m kinda interested in understanding what are the benefits of Brexit to the UK economy. I am struggling right now to comprehend these, so I’d appreciate if a Brexiteer, with a significantly far higher IQ than mine, could explain what the benefits actually are"
2022-10-27 20:01:34+00:00,KMphdjd,0,Twitter for iPhone,And truss resigned 6 weeks later after the UK economy was immediately devastated by these plans. Don’t let the GOP do this to the US! https://t.co/jfejq72VuF
2022-10-27 20:01:05+00:00,DollyMar72,0,Twitter for Android,"@campbellclaret I don't mind if he doesn't go, I'd rather he concentrated on sorting out energy crisis &amp; UK economy. Champagne socialists are always whining about something these days, telling the poorer public what they should be outraged about"
2022-10-27 20:00:41+00:00,ManxFreeState,0,Twitter Web App,Most voters of all major political parties view Brexit as negative for the UK economy https://t.co/k65uy1SLMX https://t.co/b46SgPpBuI
2022-10-27 19:59:55+00:00,r3mainer,0,Twitter Web App,@john4brexit You appear to be suggesting that the UK economy will collapse unless the oil companies continue making obscene profits.
2022-10-27 19:55:42+00:00,TheNinjaPeezy,0,Twitter for Android,@realStanVG If the American public was smart enough they could simply see what tax cuts did to the UK economy this year and see it will only make things worse... but https://t.co/RV3UxYPHyS
2022-10-27 19:54:11+00:00,SyedKamalAhmad2,1,Twitter for Android,"@Uttupaaji @RishiSunak @narendramodi Let's continue bilateral trade and let IT sector grow with UK it will be enough for youth to get jobs or who have jobs to sustain there position let him work to improve UK economy..
Crown is not important at this moment #inflation should be dn
#Jobs #employment #economy #TradeOn"
2022-10-27 19:52:34+00:00,SeanMcC93360866,0,Twitter for Android,"@JamieBrysonCPNI You or the knuckledragging dup or angry Allister can thankfully do nothing about the outcome of the discussions on the future of the protocol, uk economy is in freefall according to financial xperts all down to brexit, only going one way and the bigots wont  like it,   endgame!!"
2022-10-27 19:47:53+00:00,philB4EU,0,Twitter for iPad,@NJ_Timothy Brown went early to seek his own mandate even tho he stuck to Labours manifesto. They gave the Uk a choice. These lot are wrecking the Uk economy and making people poorer. I didn’t see that in their 2019 manifesto
2022-10-27 19:46:07+00:00,DanGarrahan,4527,Twitter for iPhone,"Three million people have watched the @FT Brexit Effect film

No platform for those who might distort the truth

Just the facts: how leaving the EU hit the UK economy 

And stories from businesses struggling with #Brexitreality 

We need an honest debate

https://t.co/bU49EfAyFk"
2022-10-27 19:44:41+00:00,Synthespian_,0,Twitter for Android,"Where has #Shell invested in the UK? Is there a potential #scam / #TaxDodge by investing into area that benefit targeted people rather then the wider public?
I hope it is fully transparent where it goes. #Tax #CorporationTax #UkEconomy #bbcnews #skynews 
https://t.co/dReJ54OJqu"
2022-10-27 19:38:13+00:00,cardifflibdems,3,Twitter for iPhone,"•To condemn the Government’s recent mishandling of the UK economy, and to call on the Prime Minister and Chancellor to properly fund Public Services including Councils"
2022-10-27 19:36:49+00:00,MuJml2621,0,Twitter Web App,"Folks, the McCarthy - Trump - MAGA economic is the Liz Truss agenda.

PM Triss tanked the UK economy and killed the Queen with it.

Go vote and Preserve the US!  In 3Q 2022 the economy grew 2.6% and inflation has slowed to a 2% rate. Oil futures have decreased by 30%"
2022-10-27 19:31:07+00:00,robemasterson,0,Twitter for iPhone,The UK economy before 2016 and the Brexit vote was 90% as big as Germany’s. Today it’s just 70%. 🤦‍♂️
2022-10-27 19:28:10+00:00,MarkOwe14849630,2,Twitter Web App,@DPrabhata Anything short of devine intervention will not fix the damage done to the uk economy. Be prepared for shocking tax and national insurance rises..
2022-10-27 19:27:46+00:00,Unionbuster,0,Twitter for Android,"@DanielaNadj What does that mean, most people want him focused on the UK economy, not flying and posturing #bbcaq"
2022-10-27 19:21:01+00:00,DCuongviet,0,Twitter for iPhone,"@jameslavish Extremely crisp and clear.  I like how you analyze the real problem that happens to the UK economy and European countries in general, which is the reality, when politics doesn't keep up with economic policy."
2022-10-27 19:18:26+00:00,Jimbo80g,3,Twitter for Android,"@gerrymac6511 @bigkenreid @duponline Agree Gerry, driven by the needs of the UK economy not the protocol. Sunak and Hunt do not care about the DUP"
2022-10-27 19:17:12+00:00,dense_evi,0,Twitter for iPhone,"@LunarDoggy It gives much broader diversication (~640 stock) and access to smaller caps that have better long-term prospects (and higher risk). FTSE 100 still dominate overall weighting

All-Share is more exposed to the UK economy

Institutions generally use A-S and S&amp;P btw"
2022-10-27 19:14:52+00:00,joyjitchat,0,Twitter for iPhone,@tamara_fridge @CNarraboth0 @led0073 @BBCBreaking Prior to that UK economy must be saved. COP27 cannot be attended by environment ministers? It’s important right now for the PM who has just taken charge this week to go to COP27 instead of tackling the crashing UK economy and markets that mean people cannot have 3 meals a day?
2022-10-27 19:14:50+00:00,godfreydanyels,0,Twitter for Android,@mspliz No apology yet from you for trying to get the Scottish Government to take on the tax cuts thst sank the UK economy
2022-10-27 19:13:46+00:00,RichardCharman1,0,Twitter Web App,"@RichardCharman5 
Given Truss's sacrifice of the uk economy for her Libertarian cause, all her deals MUST be reviewed immediately.
Her 'Trade Deals', if negotiated on the same Libertarian basis will leave the uk in a potentially devastatingly weak position."
2022-10-27 19:12:34+00:00,RobFWall,1,Twitter for Android,"@DanielaNadj Perhaps he has more pressing matters on his plate. If he had decided to go the pile on would have been ' Why isn't he concentrating on the UK economy, illegal immigrants, rising prices, poverty etc.etc.?'."
2022-10-27 19:09:07+00:00,tootingscot,0,Twitter Web App,@ArchRose90 Other pressing commitments being the destruction of the UK economy which his party has presided over.
2022-10-27 19:06:39+00:00,ifill_james,0,Twitter for Android,"@MarosSefcovic @JamesCleverly @EU_Commission @EUdelegationUK @eurireland @IrelandRepBru @McGuinnessEU @davidmcallister @ZEKvSR @EUinDE @UEFrance @EUinNL U can kiss the UK economy goodbye, if the NIP isnt sorted...

Including trade deals with the US"
2022-10-27 18:54:35+00:00,BitcoinFNews,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/pDdMB89G6o
2022-10-27 18:46:45+00:00,CarlHar56574552,1,Twitter for Android,"@ThisIsPaterson @oconnellhugh What actually nearly crashed the UK economy was the elites didn't want Truss in charge, she wasn't playing ball."
2022-10-27 18:46:23+00:00,KarlMartinIrl,1,Twitter Web App,"@MalcolmNeeds54 Watch what will happen to UK economy if @UKLabour  stirs up hate and jealously of wealthy investors &amp; business people - look at Venezuela for instance comrades. Like it or not, money  makes the world go round not Trot ideology or @BBC pro-Labour piety"
2022-10-27 18:39:37+00:00,MaggsArc,0,Twitter for iPhone,@RishiSunak  you need to use the appalling profiteering of the oil companies to turn the uk economy around - big organisations are taking the muck at the costs and poverty of the uk consumer #appalled #fixit
2022-10-27 18:39:24+00:00,MalliardReport,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/kp1UPjbUsf
2022-10-27 18:39:15+00:00,donjovi2,0,Twitter for Android,"@j70def @BurnMarks1962 @markdixon100 @afneil Then go on to CNCB, and listen to Anthony Scaramucci, right wing US economist. He says, forget nationalism, have another ref, rejoin. UK economy 2016, 90% of the German. Now below 70%. Both had covid and the war."
2022-10-27 18:38:04+00:00,AndrewBeverid15,5,Twitter for iPhone,"@CraigWHoy1 @theSNP Says the “lister” from the party that trashed the UK economy, inflicted mortgage misery on millions and jeopardized pensions 😞 Have you literally no shame?"
2022-10-27 18:36:16+00:00,GrahamWarwick9,0,Twitter Web App,Expert: Brexit Is Clearly Exerting Itself On The UK Economy! https://t.co/PuuMEZIQDp via @YouTube
2022-10-27 18:31:45+00:00,crypto__notes,1,WeblogPublisher,#Crypto news: How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/EdqdTC52jt
2022-10-27 18:30:35+00:00,bitlyfool,0,BitlyFool,How Crypto Could Help Rishi Sunak Save the UK Economy  https://t.co/lPt8G0F7Ah https://t.co/7oJjivCCV9
2022-10-27 18:30:13+00:00,CryptoTraderPro,0,dlvr.it,Crypto Panic: How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/h2rvGgMvLU 🙋 Bet with $BTC via ⟶ https://t.co/4h0cyuFPFk √ https://t.co/7tWlVzb4Sl
2022-10-27 18:30:00+00:00,TopnewsRead,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/mmL370PJw3
2022-10-27 18:29:16+00:00,PaulieWillDo,1,Twitter for Android,@JamieBrysonCPNI Do you reckon the UK economy would survive a trade war and sanctions?
2022-10-27 18:28:27+00:00,UKtogether04,0,Twitter for Android,"@Ed_Miliband Massive failure of a party.

Labour destroyed the Uk economy. Since:

GDP increased.

Services, increased.

Employment, increased.

Spending education, increasing

Spending police is increasing

Spending NHS is increased.

Manufacturing is increasing. https://t.co/SnL1ecAvzt"
2022-10-27 18:26:22+00:00,MikeWarrington7,8,Twitter Web App,#TRIPLE LOCK-it could be on the cards this will be cancelled for a second year running as the UK cannot afford to give pensioners their rightful pension increase BUT they CAN afford £7m a DAY to house people who have contributed NOTHING to the UK economy and are in UK illegally
2022-10-27 18:25:11+00:00,AntAnt1984,0,Twitter for Android,@RishiSunak @Bundeskanzler So we are supporting a war when the UK economy is bankrupt... how are we paying for this support?
2022-10-27 18:25:11+00:00,UKtogether04,0,Twitter for Android,"@UKLabour @Keir_Starmer Labour destroyed Uk economy and left office in 2010.
Overall GDP has increased.

Services, increased.

Employment,  increased.

Spending on education, increasing

Spending on police is increasing

Spending on NHS is increased.

Manufacturing is increasing. https://t.co/SnL1ecAvzt"
2022-10-27 18:24:28+00:00,meta_crunch,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/j1qZLX7Okp
2022-10-27 18:23:40+00:00,padster_tcb,4,Twitter for iPhone,"@DavidLammy If he goes you’d all be saying he should be concentrating on sorting out the UK economy! I personally think he probably should be going, however you can’t be in 2 places at once. Support his decision to concentrate on our economy for the good of the UK."
2022-10-27 18:20:59+00:00,DownOrangeMan,0,Twitter for iPhone,@egg__fried_reus I don’t think wanting barriers to trade in the uk is a valid argument. Although of course sf/ira haven’t been worried about the uk economy in the past.
2022-10-27 18:20:22+00:00,JohnA_F_M,0,Twitter for iPhone,"@DanielaNadj He has better things to do. Don’t worry, he is still intending to fucking ruin the UK economy under the guise of ‘Net Zero’."
2022-10-27 18:20:02+00:00,eljayholmwood,0,Twitter for iPhone,"@darrengrimes_ Talking about previous leaders, the Tory party have just had Liz Truss who just destroyed the UK economy but keep bringing up Corbyn 🤦🏼‍♂️"
2022-10-27 18:16:01+00:00,thecloudchild,0,Twitter Web App,"@juneslater17 Liars, criminals and traitors. The Tories/UKIP/Vote Leave/Reform.

Brexit was a lie and criminal act.

I wonder if the UK economy was better or worse before 2019? 

I think you'll find Thatcher, Johnson and Farage did all those acts of sabotage. 

Thick as shit."
2022-10-27 18:15:23+00:00,cryptoprowatch,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/DhAIRKgzeR
2022-10-27 18:15:16+00:00,_ReportWire,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/A13FVhVKQY
2022-10-27 18:14:28+00:00,masterjitips,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/j2g0Y2j7We
2022-10-27 18:12:21+00:00,cryptob3nder,0,Burak.Twitter.Handler,"How Crypto Could Help Rishi Sunak Save the UK Economy
#TAN #TWIST #BNB #XCN 

https://t.co/8JJpcDTiWy"
2022-10-27 18:12:02+00:00,viky4chat,0,Twitter Web App,"@RishiSunak Reverse Brexit, then Economy woes of UK will be solved.

Brexit has ruined UK economy. Remaining is sucked up by Ukraine war.

Ukraine is bone stuck in the throats of Europe &amp;  US.  Neither can Vomit nor Swallow."
2022-10-27 18:12:01+00:00,AlertingCryptos,0,AlertingCryptos,"[ $BNB ] BNB, [ $XCN ] Chain, [ $XCN ] xcn  
How Crypto Could Help Rishi Sunak Save the UK Economy
 https://t.co/13QiSEsjrW"
2022-10-27 18:12:01+00:00,lovehateearworm,0,Twitter for Android,"@bornwitha_tale @SkyNews @Trevornoah @SuellaBraverman 3 years ago the UK economy was healthy

We then had 2 1/2 years with #RishiSunak as Chancellor, in charge of our economy

The economy is in the toilet, he left tax loopholes for his rich wife &amp; increased taxes to the poor

But Trevor says we're angry at his race, not his actions!"
2022-10-27 18:10:51+00:00,chriswinker01,0,Twitter for iPhone,"@g_gosden Interestingly, you will have had to earn consistently more than £50k pa. (And paid relevant tax due) to be a net contributor to UK economy. Higher if you have several children."
2022-10-27 18:10:07+00:00,NicoleGodly,0,Twitter for Android,@Kasparov63 If Rishi Sunak wants to avoid being robbed of billions£/month by Zelensky better he decline   invitation. Zelensky is a comic playing an US drama to destabilise UK economy. Better British ask their new PM to stay away of Zelensky. Hero created by Hollywood charges bills for photo https://t.co/caFA92Zum0
2022-10-27 18:10:01+00:00,BazengaaKE,1,Twitter for Android,"Sports ⚽ only earns UK economy a whopping £39 billions (Kshs 5.5 Trillions) coz UK govt invested in SPORTS FACILITIES which has built @Arsenal @ManUtd @ChelseaFC @ManCity etc. @Kenyans only know of unfunded @AFCLeopards &amp; @OfficialGMFC.

#SportsAndArtsPay
https://t.co/b3fAFf6Q0d"
2022-10-27 18:10:00+00:00,CammyAmster,1,IFTTT,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/EBxsC7GgBr https://t.co/W6cnYVP7pl
2022-10-27 18:09:45+00:00,BetckeTimo,0,Twitter for iPad,@AmosDuveen He is right with Johnson and Sunak ruining the UK economy. Without the UK being such a basket case Truss budget would not have created such a strong reaction. That Truss would have fixed the economy and to blame net zero obviously garbage.
2022-10-27 18:09:13+00:00,newscenter319,0,WordPress.com,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/cbY45mPttA
2022-10-27 18:05:12+00:00,bitcoinalerts,0,emerac,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/AfSWjoeRG5
2022-10-27 18:05:03+00:00,SteveMcCarthy46,0,Twitter for iPhone,"@nicktyler1 @terrychristian Do you have a reasonable point however, we now do not run our own affairs. we now have to bow to the US and the largest trading bloc in the world. The maths tell the story, 2016 UK economy 90% of size of Germany. 2020 270% the size of Germany. Trade with EU 25%"
2022-10-27 18:04:34+00:00,dumbwire,0,dlvr.it,#CryptoNews #btc #BTCUSDT #crypto How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/gacHotLPLb - https://t.co/HzksZFGgpd https://t.co/qEmn1taVAY
2022-10-27 18:04:33+00:00,TheBullArtist,0,dlvr.it,How Crypto Could Help Rishi Sunak Save the UK Economy https://t.co/9cRZz2bS5D @TheBullArtist #btc #thebullnews #cryptonews
2022-10-27 18:04:02+00:00,Get2KnoCrypto,1,Zapier.com,"How Crypto Could Help Rishi Sunak Save the UK Economy
 
- The latest #Crypto News from #G2KC 
 
 - Follow us for News and Giveaways!
https://t.co/wEBSDCTPDL"
